student_id,course_id,grade,enrollment_date
1791,89,DC,17-08-2026
556,100,DD,02-12-2026
932,37,DC,23-12-2026
1979,77,DC,21-09-2026
600,71,Fail,28-08-2026
1927,42,CB,01-02-2026
488,85,DC,13-12-2026
1090,43,BA,29-06-2026
1318,71,AA,12-12-2026
1899,82,CB,15-12-2026
1002,69,BB,22-12-2026
1904,84,CB,29-10-2026
947,22,DD,12-01-2026
546,4,DC,29-05-2026
838,72,DC,28-01-2026
780,79,Fail,20-01-2026
1982,90,BB,14-08-2026
230,89,BA,08-04-2026
490,18,CC,14-08-2026
1247,96,CB,14-06-2026
660,43,DC,26-04-2026
1084,79,DC,06-06-2026
1122,89,DD,17-03-2026
308,99,BB,01-07-2026
931,29,CB,05-09-2026
1491,52,DC,07-06-2026
816,34,BB,19-01-2026
736,2,CB,03-09-2026
257,84,BB,04-06-2026
762,40,CC,09-04-2026
1588,81,CC,13-09-2026
1288,52,DD,28-06-2026
727,2,DD,08-06-2026
1501,9,AA,17-01-2026
33,17,CC,12-07-2026
688,14,DC,05-03-2026
343,54,CC,06-11-2026
951,55,CB,24-06-2026
1465,21,Fail,02-11-2026
620,92,Fail,05-04-2026
711,67,BA,18-10-2026
1889,38,DC,24-11-2026
1123,49,DD,27-09-2026
737,63,AA,23-06-2026
1397,2,CB,27-06-2026
906,79,BB,18-03-2026
723,11,CB,15-09-2026
1264,90,BA,26-08-2026
1271,5,BA,25-04-2026
1743,57,CC,27-09-2026
557,7,BB,27-01-2026
1720,88,BB,03-05-2026
384,56,BA,30-06-2026
969,13,BA,13-09-2026
648,88,DD,04-07-2026
805,7,CB,24-02-2026
1182,61,CB,01-01-2027
880,17,DC,16-05-2026
859,7,BB,18-02-2026
487,29,DD,26-08-2026
217,50,BA,12-11-2026
1081,90,BB,03-09-2026
1177,43,BA,20-11-2026
1797,20,BA,07-10-2026
439,42,BB,22-11-2026
630,60,CB,12-04-2026
1159,76,BB,24-03-2026
1509,76,DD,25-12-2026
1845,7,BB,08-06-2026
549,95,Fail,25-04-2026
686,14,DC,04-10-2026
1131,6,CB,13-10-2026
648,10,DC,01-03-2026
922,41,BA,23-12-2026
1113,66,BB,05-03-2026
990,26,CC,05-01-2027
1842,64,DD,18-02-2026
911,27,DD,22-03-2026
953,83,DD,25-08-2026
312,4,BA,08-12-2026
804,5,CB,12-12-2026
651,4,DD,04-09-2026
1875,76,DD,07-03-2026
1432,98,Fail,03-04-2026
724,63,CC,07-02-2026
730,25,DD,04-04-2026
838,52,BB,29-06-2026
1492,50,Fail,05-01-2027
612,7,AA,09-08-2026
8,68,DC,05-04-2026
547,65,AA,22-07-2026
692,63,AA,13-03-2026
170,53,DC,12-06-2026
1110,96,CC,30-11-2026
431,90,DD,05-03-2026
1818,83,Fail,25-05-2026
10,93,AA,13-01-2026
594,17,DC,02-01-2027
1444,74,BA,07-12-2026
1832,80,BA,01-09-2026
1039,46,CC,18-10-2026
355,33,DC,05-02-2026
651,60,CB,09-01-2026
584,78,CC,14-06-2026
335,32,CC,02-06-2026
563,81,Fail,18-07-2026
847,35,CB,28-08-2026
1325,58,DD,25-06-2026
1627,55,DC,27-08-2026
245,96,AA,18-04-2026
1459,34,CB,17-12-2026
388,81,CB,09-11-2026
672,68,CB,05-01-2027
133,89,BB,07-04-2026
275,92,CC,08-03-2026
6,94,CB,04-04-2026
1862,16,CC,08-04-2026
1631,17,BA,07-04-2026
228,39,BA,24-02-2026
1761,43,DC,17-12-2026
34,14,BA,26-06-2026
1151,7,DC,05-06-2026
487,18,DC,24-01-2026
1298,66,CC,17-07-2026
132,45,BB,15-02-2026
422,40,CC,23-02-2026
1028,70,DD,30-06-2026
1426,92,CC,11-06-2026
1325,20,CC,22-02-2026
1542,49,BB,02-08-2026
1901,80,CB,22-04-2026
750,99,AA,02-11-2026
1765,21,BA,03-04-2026
323,34,AA,23-11-2026
107,87,BB,15-04-2026
1200,33,DC,05-08-2026
1643,39,BB,18-09-2026
22,97,Fail,18-08-2026
1441,49,CB,08-06-2026
442,57,DD,08-04-2026
1965,8,CB,17-03-2026
1698,65,DC,29-10-2026
693,98,BB,18-01-2026
1990,20,DD,27-01-2026
327,55,Fail,24-02-2026
500,26,BB,26-05-2026
934,35,DC,11-05-2026
1803,25,CB,27-04-2026
1067,43,DD,19-09-2026
790,80,AA,28-01-2026
1009,11,CC,11-03-2026
1375,65,Fail,08-01-2027
886,77,DC,16-07-2026
303,19,DD,03-02-2026
497,81,CC,04-01-2027
1165,35,AA,26-04-2026
848,26,BA,20-04-2026
520,47,CB,11-04-2026
976,89,DC,15-01-2026
1546,82,DD,19-01-2026
1697,24,CB,22-11-2026
665,86,DD,27-10-2026
1635,25,AA,16-09-2026
650,61,CC,14-11-2026
974,98,Fail,22-02-2026
1923,11,DD,04-01-2027
641,51,DD,22-10-2026
1389,37,BB,03-12-2026
478,80,BB,26-11-2026
723,50,AA,28-09-2026
1418,56,BA,26-12-2026
292,70,CC,19-01-2026
979,93,AA,22-06-2026
1462,19,DC,27-08-2026
1048,77,DC,06-06-2026
1861,84,AA,12-10-2026
1397,90,BA,07-07-2026
527,72,DC,06-04-2026
420,24,AA,19-06-2026
1663,79,CC,06-09-2026
1410,4,AA,03-11-2026
792,51,BA,30-10-2026
1930,36,CB,28-07-2026
1054,83,AA,24-05-2026
543,84,Fail,07-02-2026
147,94,DD,25-09-2026
504,65,Fail,25-04-2026
1615,60,DD,09-07-2026
1499,13,AA,09-09-2026
1347,1,BA,06-01-2027
1923,65,AA,25-10-2026
827,2,DD,07-03-2026
728,46,BA,23-08-2026
985,87,CB,16-12-2026
455,86,CC,23-11-2026
1112,83,BB,27-01-2026
687,20,CB,28-12-2026
64,33,BB,02-08-2026
1493,12,CB,10-03-2026
385,18,DC,13-10-2026
969,10,CB,22-08-2026
190,76,CB,21-02-2026
909,21,BA,30-03-2026
279,11,BA,25-09-2026
1907,27,DD,14-11-2026
591,78,CB,16-11-2026
1908,16,BA,08-06-2026
380,6,BA,13-08-2026
96,66,DC,24-06-2026
985,22,CC,18-06-2026
1088,83,DC,11-12-2026
396,70,BB,06-06-2026
989,70,AA,25-12-2026
991,44,CC,07-08-2026
1215,93,BA,08-08-2026
606,3,BA,04-05-2026
1350,78,CC,05-08-2026
1190,81,Fail,18-01-2026
1573,66,CC,26-10-2026
975,42,BA,21-06-2026
941,72,DC,23-12-2026
516,76,BB,22-04-2026
895,70,Fail,07-07-2026
803,76,CC,20-06-2026
1917,97,CB,08-08-2026
745,53,BB,21-03-2026
1475,66,Fail,26-04-2026
962,59,DC,06-09-2026
1212,73,BB,06-12-2026
1649,80,DC,30-03-2026
1961,22,CB,10-04-2026
1362,26,BB,27-12-2026
904,41,CB,16-04-2026
1542,86,Fail,26-06-2026
1080,87,DC,17-04-2026
1219,33,AA,16-08-2026
1506,43,CC,02-09-2026
340,68,AA,12-02-2026
255,23,Fail,02-10-2026
1555,73,BB,23-10-2026
1139,20,BA,09-03-2026
1162,48,DD,22-07-2026
1381,56,AA,10-02-2026
247,47,BB,06-12-2026
672,86,BB,20-08-2026
1006,5,BB,14-02-2026
1588,6,CB,13-08-2026
712,83,BB,29-07-2026
798,13,AA,08-03-2026
857,67,AA,13-05-2026
320,17,CC,12-10-2026
1110,15,DD,11-07-2026
1927,70,DD,15-02-2026
1205,58,CC,31-05-2026
1710,46,DC,02-07-2026
1432,45,DC,27-04-2026
1398,85,CB,26-08-2026
1872,83,BA,23-07-2026
1672,46,AA,24-12-2026
1600,97,CC,22-02-2026
15,65,CB,23-07-2026
1334,6,CB,29-12-2026
298,51,DC,10-01-2026
888,40,Fail,11-07-2026
717,56,DC,09-05-2026
1731,85,DD,31-05-2026
898,9,AA,17-01-2026
1169,66,Fail,15-03-2026
1484,98,AA,09-04-2026
149,22,CB,17-06-2026
1720,43,BA,30-08-2026
918,71,Fail,04-02-2026
181,26,Fail,06-02-2026
661,61,CC,20-03-2026
318,24,BA,30-06-2026
662,50,DC,03-07-2026
429,25,BA,15-05-2026
99,84,AA,27-08-2026
1809,19,DC,16-03-2026
53,77,BA,14-08-2026
111,74,CC,28-12-2026
1599,46,DD,03-08-2026
143,20,BB,28-06-2026
1905,77,CC,02-01-2027
311,99,BB,16-02-2026
1774,38,DD,24-02-2026
1485,48,BB,10-06-2026
161,100,BA,26-08-2026
1379,28,BB,04-10-2026
1603,100,DC,26-04-2026
1014,93,DC,07-05-2026
1652,61,BB,22-10-2026
1045,55,BA,21-03-2026
1604,52,AA,08-01-2027
1446,69,CC,29-01-2026
350,77,CB,22-06-2026
1082,77,BA,19-11-2026
121,65,BA,29-12-2026
201,80,CC,12-04-2026
1630,71,Fail,12-12-2026
482,26,CC,31-10-2026
1716,87,AA,25-07-2026
2000,100,DD,10-12-2026
1751,74,Fail,03-02-2026
902,51,CB,20-12-2026
1766,84,DC,22-06-2026
1858,72,DC,10-12-2026
109,53,BA,20-12-2026
325,57,CB,06-05-2026
1972,93,DD,21-10-2026
682,41,DC,26-11-2026
1930,44,BA,09-01-2026
1221,94,AA,01-02-2026
1960,62,AA,29-06-2026
1211,51,BA,12-05-2026
249,67,BB,28-06-2026
51,9,CC,27-04-2026
891,76,DC,07-11-2026
636,43,CC,26-02-2026
526,32,CB,11-09-2026
469,87,DD,27-06-2026
1787,17,DD,28-09-2026
1887,10,CC,23-01-2026
876,45,DD,27-12-2026
1957,71,CC,06-02-2026
1174,73,DD,11-01-2026
779,54,CC,27-07-2026
1096,71,BA,18-06-2026
1134,25,CB,10-07-2026
1865,17,DD,07-07-2026
225,12,DC,19-05-2026
615,40,BA,15-04-2026
1214,47,AA,13-03-2026
917,25,BA,20-10-2026
1042,29,DD,16-12-2026
973,73,DD,27-04-2026
814,95,DD,16-02-2026
17,16,Fail,21-12-2026
308,53,AA,11-10-2026
1095,89,AA,27-11-2026
1983,24,CC,17-03-2026
1437,55,CB,18-08-2026
1731,14,BA,08-07-2026
618,18,BB,27-04-2026
1030,51,BB,28-04-2026
1639,7,Fail,20-01-2026
1572,69,CC,13-06-2026
1834,86,DD,01-12-2026
1351,9,CC,14-03-2026
731,42,BB,05-03-2026
287,17,DD,13-02-2026
807,75,BB,29-01-2026
1939,13,DD,06-10-2026
424,91,CC,01-04-2026
1394,30,AA,02-04-2026
1125,71,BA,18-05-2026
1348,76,BA,01-11-2026
982,40,Fail,08-01-2027
1962,73,BA,06-09-2026
661,49,DC,17-05-2026
1488,3,CB,16-11-2026
1693,60,BB,29-01-2026
910,42,CC,26-10-2026
1964,15,Fail,29-07-2026
1913,67,CB,01-12-2026
562,57,BA,08-10-2026
171,6,BA,20-03-2026
695,86,AA,10-03-2026
1755,23,AA,11-10-2026
1795,50,CC,03-02-2026
621,26,CC,15-04-2026
1034,29,CB,27-05-2026
1528,55,CB,05-05-2026
1629,59,BB,19-03-2026
1559,6,BB,09-12-2026
1401,70,DD,19-09-2026
1472,94,AA,20-08-2026
109,82,BB,04-08-2026
503,62,DC,23-04-2026
438,65,DC,16-06-2026
1575,3,BB,17-08-2026
1416,17,CB,05-12-2026
753,6,CC,18-03-2026
529,13,CB,16-01-2026
1789,70,CB,26-06-2026
370,99,CB,02-06-2026
1571,75,BB,15-02-2026
1216,1,BB,22-09-2026
48,88,CB,18-11-2026
443,82,AA,20-06-2026
1782,19,Fail,09-09-2026
1704,70,AA,11-10-2026
255,11,DC,31-12-2026
663,86,AA,29-09-2026
939,10,DC,29-01-2026
1427,47,Fail,13-11-2026
1486,97,BB,01-03-2026
1322,88,CB,24-07-2026
1791,54,CB,01-03-2026
162,94,AA,23-04-2026
56,67,DC,11-12-2026
873,59,CC,07-06-2026
646,3,DD,04-10-2026
223,97,BB,29-04-2026
1732,55,AA,02-07-2026
58,84,Fail,03-07-2026
273,16,AA,20-05-2026
232,32,CB,31-01-2026
90,15,DD,23-10-2026
942,11,Fail,24-03-2026
651,94,CC,21-08-2026
1216,16,CC,20-04-2026
150,25,BA,23-11-2026
950,31,DC,22-05-2026
114,21,CC,16-08-2026
1974,73,Fail,17-12-2026
1789,82,Fail,22-08-2026
1503,6,CB,29-08-2026
1586,28,DC,07-04-2026
1659,9,Fail,03-05-2026
404,25,BB,10-09-2026
1292,22,BA,06-08-2026
83,64,BA,06-01-2027
82,64,AA,22-09-2026
254,49,DC,02-10-2026
92,56,CC,11-12-2026
304,4,DC,08-04-2026
1092,51,BB,28-03-2026
1509,20,CB,22-05-2026
