student_id,course_id,grade,enrollment_date
219,42,BB,12-04-2026
66,20,CB,19-01-2026
772,16,AA,06-06-2026
691,7,CC,22-07-2026
309,92,CC,14-07-2026
732,87,BA,07-02-2026
677,74,BB,19-11-2026
1814,54,BA,03-09-2026
658,4,CC,30-08-2026
732,3,DD,01-04-2026
1907,40,CB,06-09-2026
1168,18,AA,25-11-2026
1229,85,AA,28-04-2026
804,42,DD,05-10-2026
785,30,CB,14-03-2026
1868,42,BB,30-05-2026
25,44,Fail,21-09-2026
1558,68,BB,28-04-2026
1960,95,DC,12-09-2026
218,70,CC,25-07-2026
1473,31,CB,13-12-2026
196,6,BA,15-04-2026
1923,43,DD,08-02-2026
6,67,DD,29-11-2026
1224,14,BB,10-06-2026
1178,82,Fail,27-04-2026
1301,22,DC,30-09-2026
1203,71,AA,19-07-2026
609,61,BA,27-08-2026
1831,49,CC,23-02-2026
1148,63,DC,28-09-2026
1775,6,CC,19-08-2026
146,90,CB,19-10-2026
1275,95,CC,16-10-2026
119,64,CB,31-10-2026
1029,18,BA,03-07-2026
662,41,Fail,06-01-2027
1967,62,BB,06-10-2026
354,83,BB,26-01-2026
1670,93,CB,29-11-2026
1801,93,DD,06-07-2026
1270,24,BB,03-11-2026
1150,98,AA,18-04-2026
560,62,CB,18-03-2026
1484,80,CB,30-01-2026
30,85,BA,22-12-2026
1154,78,CB,25-07-2026
69,84,Fail,30-12-2026
1055,42,DC,05-06-2026
247,96,CC,02-10-2026
348,66,CB,16-04-2026
238,93,CC,03-06-2026
191,49,BB,07-03-2026
211,41,CC,27-03-2026
1314,40,AA,14-05-2026
1656,90,BB,14-08-2026
1666,59,Fail,13-04-2026
5,86,Fail,02-01-2027
1154,53,BA,21-05-2026
558,31,BA,06-09-2026
157,56,Fail,23-11-2026
1056,49,CB,26-04-2026
1717,79,DC,11-12-2026
1157,19,CC,17-06-2026
1016,5,BA,03-08-2026
1039,44,BA,15-05-2026
217,1,Fail,07-06-2026
142,25,BA,17-09-2026
178,59,CC,16-02-2026
399,69,CB,16-10-2026
1231,16,AA,14-11-2026
248,85,Fail,26-04-2026
1014,10,AA,07-09-2026
650,12,CC,21-01-2026
603,40,BB,31-08-2026
477,58,CC,09-09-2026
1743,46,BA,26-12-2026
717,78,AA,29-10-2026
595,55,BB,12-01-2026
1431,64,AA,20-09-2026
1320,52,BA,23-09-2026
1004,27,CB,13-11-2026
308,71,BB,29-10-2026
1481,80,Fail,15-08-2026
1283,43,CC,22-10-2026
823,45,BB,30-06-2026
158,6,DD,27-03-2026
495,35,DC,03-04-2026
209,14,DD,18-07-2026
1228,69,CB,12-01-2026
713,8,BA,10-05-2026
1009,39,AA,29-10-2026
1911,37,AA,31-01-2026
1433,19,CB,20-02-2026
1448,50,Fail,16-05-2026
758,99,DC,13-09-2026
1399,61,DD,31-08-2026
280,68,DD,27-05-2026
693,80,DC,23-10-2026
264,27,BA,06-12-2026
1864,6,CB,30-01-2026
1550,24,DD,16-12-2026
1875,86,BA,28-09-2026
1788,79,BB,08-08-2026
1297,32,Fail,20-06-2026
766,29,DD,29-08-2026
1701,51,BB,27-02-2026
1266,64,DD,08-08-2026
381,65,AA,31-10-2026
1499,24,CB,27-11-2026
332,43,BA,20-10-2026
1386,56,CB,07-06-2026
1752,56,Fail,19-10-2026
891,80,DD,30-12-2026
1576,45,CC,09-11-2026
190,60,CB,09-11-2026
1081,37,DC,13-07-2026
9,2,BA,10-01-2026
1692,5,CB,27-10-2026
1987,93,DD,31-07-2026
704,20,AA,06-08-2026
971,76,BB,19-03-2026
747,3,CC,19-01-2026
1954,81,Fail,27-04-2026
1367,49,BB,06-11-2026
1371,31,BA,18-06-2026
1299,44,BA,18-06-2026
956,98,CC,21-03-2026
274,69,BA,20-01-2026
1501,89,CB,18-12-2026
1529,71,CB,11-12-2026
490,71,AA,17-07-2026
396,10,DD,05-10-2026
1207,64,BA,05-12-2026
548,27,CB,17-10-2026
1093,42,DC,23-11-2026
1406,70,DC,08-08-2026
380,34,CC,14-09-2026
848,84,CC,18-03-2026
580,18,AA,07-02-2026
280,89,AA,16-09-2026
496,41,DC,18-02-2026
306,80,DC,08-09-2026
1107,12,Fail,02-03-2026
500,5,DC,15-06-2026
1568,63,CB,04-07-2026
1282,29,AA,08-07-2026
1339,31,AA,14-04-2026
1685,33,CB,10-06-2026
1505,16,BA,06-08-2026
423,48,BA,31-01-2026
1651,29,Fail,24-10-2026
1430,79,Fail,12-11-2026
442,60,BB,05-07-2026
147,67,Fail,25-02-2026
259,75,DD,14-02-2026
694,96,BA,09-03-2026
1658,7,CB,08-03-2026
1438,86,DD,03-09-2026
217,20,CC,28-08-2026
1103,95,CC,27-04-2026
556,4,CC,28-11-2026
1576,97,DD,31-12-2026
1769,69,BB,04-08-2026
1636,34,CC,04-04-2026
1167,27,CC,28-10-2026
1675,71,DC,15-02-2026
872,80,CB,11-04-2026
559,82,BA,22-06-2026
393,9,CB,20-04-2026
1938,60,BB,07-08-2026
1105,58,DD,19-11-2026
215,86,DC,15-06-2026
176,96,CB,25-03-2026
975,87,CC,17-11-2026
1383,51,DD,12-03-2026
1404,22,BB,15-10-2026
1247,48,CB,30-11-2026
141,21,DD,24-01-2026
164,99,DD,26-03-2026
1714,29,Fail,14-11-2026
1747,2,AA,05-12-2026
1280,76,BA,02-05-2026
727,33,BB,03-09-2026
1134,81,BB,03-08-2026
1368,66,BB,04-09-2026
1274,32,BA,16-08-2026
1445,87,CB,11-07-2026
506,68,DD,17-08-2026
801,45,DC,03-11-2026
1883,72,BB,07-12-2026
662,85,BA,04-08-2026
348,35,BB,09-01-2026
158,33,BA,24-01-2026
1924,42,DD,11-06-2026
38,79,CC,29-03-2026
451,78,CB,18-10-2026
1777,28,BA,22-07-2026
371,59,DC,21-03-2026
1921,4,CB,14-10-2026
1781,33,DD,06-11-2026
1571,70,BA,27-10-2026
324,74,BB,18-02-2026
1233,93,BA,12-10-2026
401,96,CB,05-01-2027
1977,23,Fail,13-08-2026
1175,32,Fail,08-05-2026
1036,64,BA,14-12-2026
68,84,Fail,20-02-2026
1535,15,CC,02-11-2026
432,64,DD,19-11-2026
148,40,BB,21-05-2026
989,97,Fail,02-09-2026
1368,67,CC,10-12-2026
1714,1,Fail,13-02-2026
1111,57,BA,12-11-2026
1138,49,Fail,07-08-2026
1504,85,CB,30-03-2026
1968,89,CB,05-12-2026
1436,17,DD,02-12-2026
1148,92,DD,07-12-2026
1341,90,AA,14-10-2026
567,30,BB,10-10-2026
1673,95,BB,14-08-2026
242,39,Fail,04-09-2026
582,62,Fail,29-05-2026
1395,92,Fail,05-01-2027
1969,10,DC,22-07-2026
1915,28,Fail,24-06-2026
417,65,Fail,22-07-2026
1614,63,BA,08-03-2026
468,33,CC,04-02-2026
337,55,CC,01-12-2026
1039,90,DD,28-12-2026
1108,80,AA,25-02-2026
377,63,BA,23-03-2026
1702,62,DD,01-08-2026
1100,74,BA,25-03-2026
95,17,AA,06-02-2026
1653,92,Fail,21-03-2026
1658,83,CB,30-05-2026
1569,27,CB,29-08-2026
548,97,CB,04-08-2026
1946,82,BA,21-09-2026
85,14,BA,11-08-2026
1999,97,DC,15-11-2026
1450,25,CC,12-04-2026
288,22,CB,31-08-2026
69,82,CC,22-07-2026
974,34,BB,18-03-2026
740,3,BA,26-01-2026
123,94,CC,01-01-2027
1980,94,DD,26-01-2026
1236,44,AA,23-02-2026
1759,73,Fail,08-10-2026
205,47,BB,19-10-2026
682,45,Fail,12-10-2026
386,97,DD,04-03-2026
1111,65,DC,19-05-2026
1818,70,CC,16-10-2026
1158,72,BB,23-03-2026
706,97,DD,23-07-2026
667,42,DD,15-01-2026
1286,99,BA,05-09-2026
502,47,BB,12-03-2026
1933,66,BB,15-02-2026
1132,11,AA,31-12-2026
1409,86,DD,11-12-2026
63,93,DC,23-08-2026
1401,42,DD,01-04-2026
1898,36,BB,15-10-2026
313,61,Fail,14-02-2026
1130,94,CC,07-03-2026
31,84,Fail,24-02-2026
1354,48,DD,03-12-2026
707,54,CB,24-09-2026
1509,11,BA,06-10-2026
1255,11,CC,06-08-2026
295,24,DD,29-08-2026
371,97,DC,08-11-2026
259,11,CC,10-11-2026
1463,42,AA,08-08-2026
61,4,BA,06-03-2026
1226,84,CB,20-06-2026
1771,35,DC,27-02-2026
515,14,BB,25-06-2026
229,99,AA,28-06-2026
1474,97,Fail,01-03-2026
1746,98,CB,18-07-2026
1107,33,BB,01-07-2026
1379,20,BB,30-12-2026
1984,18,BA,27-12-2026
777,21,AA,23-04-2026
920,97,BB,12-08-2026
1875,74,CB,12-09-2026
174,22,Fail,13-11-2026
820,62,DD,27-06-2026
1479,42,DC,16-04-2026
1747,19,DD,14-11-2026
565,92,Fail,23-12-2026
1868,31,DC,11-02-2026
522,94,BA,25-07-2026
493,18,DD,04-02-2026
1923,99,BA,30-10-2026
562,2,DC,07-08-2026
316,29,BB,13-01-2026
290,41,DC,05-02-2026
1173,33,CC,22-07-2026
1051,22,AA,05-07-2026
1701,21,Fail,17-07-2026
1643,46,CB,07-03-2026
1903,5,DC,24-07-2026
499,46,BA,16-11-2026
875,22,Fail,05-03-2026
45,82,DD,25-08-2026
1747,66,CC,13-02-2026
414,48,BA,19-04-2026
717,26,DD,31-05-2026
428,24,Fail,16-06-2026
1965,97,DD,05-07-2026
1349,65,Fail,28-06-2026
109,39,AA,20-12-2026
520,12,Fail,30-07-2026
776,62,CB,17-10-2026
962,23,CB,21-12-2026
1110,51,BA,30-05-2026
676,93,Fail,05-08-2026
471,22,CB,25-08-2026
632,8,BB,30-07-2026
658,64,BB,03-11-2026
1613,76,BA,30-01-2026
1601,32,BB,20-04-2026
1415,81,DD,26-03-2026
386,85,AA,28-03-2026
734,84,DD,18-07-2026
552,51,BA,15-05-2026
500,48,CB,15-03-2026
1587,18,CB,21-06-2026
111,1,Fail,16-04-2026
163,49,CC,16-04-2026
1537,3,BB,22-04-2026
478,81,BB,29-04-2026
1435,92,BA,31-01-2026
444,95,BB,23-07-2026
261,78,DC,17-05-2026
1351,28,DC,01-12-2026
1290,2,BB,19-03-2026
1710,99,BA,08-11-2026
1337,66,CC,28-03-2026
1179,17,BA,06-03-2026
1702,47,DC,28-05-2026
456,65,DD,30-06-2026
403,86,CB,08-06-2026
596,100,DD,17-11-2026
1030,3,AA,07-02-2026
869,81,AA,15-09-2026
1942,22,AA,15-10-2026
490,37,BA,12-12-2026
367,70,Fail,03-10-2026
1311,21,AA,20-09-2026
1438,40,AA,01-09-2026
1146,49,CB,17-08-2026
1694,31,Fail,15-11-2026
496,10,DD,06-02-2026
622,13,BB,28-01-2026
1320,10,DD,09-12-2026
1162,21,DC,14-06-2026
35,12,BA,01-02-2026
902,83,DD,26-06-2026
837,71,BA,05-04-2026
778,43,BB,29-01-2026
1530,53,BB,03-07-2026
59,45,Fail,23-03-2026
1079,96,BB,01-01-2027
1890,48,BA,07-09-2026
1138,81,BA,22-03-2026
1986,37,DD,06-02-2026
1690,16,DD,22-04-2026
33,25,Fail,08-01-2027
565,66,BA,18-02-2026
1058,61,BA,10-02-2026
336,19,CC,22-03-2026
898,34,CB,24-05-2026
276,52,BB,14-05-2026
506,6,DC,22-09-2026
233,87,CB,19-07-2026
1425,96,CC,25-03-2026
1106,52,CC,15-07-2026
275,52,CB,24-05-2026
173,35,AA,13-01-2026
172,42,BA,11-01-2026
1694,67,AA,18-01-2026
1071,33,BB,05-03-2026
1905,67,BB,23-06-2026
311,67,BB,30-08-2026
1453,41,DD,31-07-2026
1415,1,DD,08-05-2026
466,43,AA,02-07-2026
1896,71,CB,01-01-2027
1521,52,BB,30-10-2026
304,50,BB,09-07-2026
459,45,BB,30-08-2026
743,52,Fail,27-12-2026
610,64,BA,07-04-2026
642,24,BA,28-12-2026
1742,17,DC,15-08-2026
132,16,CB,14-02-2026
1871,19,Fail,12-04-2026
277,2,CB,22-04-2026
273,57,DC,18-10-2026
1732,50,Fail,25-07-2026
407,72,AA,25-03-2026
842,21,DC,14-09-2026
1478,59,BB,18-09-2026
122,64,Fail,29-04-2026
1106,25,Fail,05-10-2026
916,92,BB,05-08-2026
1028,15,CB,15-01-2026
443,44,CB,15-11-2026
1553,20,CB,18-12-2026
1858,81,CC,04-07-2026
1163,24,BA,27-08-2026
1001,93,CC,06-07-2026
729,24,DD,06-05-2026
1070,62,BA,06-09-2026
947,96,BA,03-02-2026
715,27,CB,05-02-2026
1743,82,CB,27-01-2026
1859,69,BA,25-07-2026
791,23,AA,06-02-2026
112,96,CC,06-04-2026
683,21,DC,18-09-2026
1047,77,AA,07-08-2026
1572,8,DC,12-09-2026
673,46,AA,12-08-2026
134,92,CC,13-07-2026
1280,39,BA,23-10-2026
563,42,CC,19-01-2026
1003,94,CB,15-07-2026
1280,41,Fail,13-08-2026
373,1,AA,01-06-2026
1826,36,CB,08-11-2026
1933,57,Fail,22-03-2026
1334,66,CC,25-02-2026
1668,97,DD,16-06-2026
976,76,Fail,03-04-2026
168,100,AA,06-05-2026
1641,84,Fail,01-02-2026
1686,36,DC,10-04-2026
1814,61,CC,17-03-2026
1026,54,Fail,15-04-2026
1549,77,CC,02-12-2026
950,52,DC,16-04-2026
729,24,AA,17-07-2026
534,72,BA,11-04-2026
1317,75,Fail,02-03-2026
1346,78,BB,13-07-2026
1398,74,DC,30-09-2026
457,31,AA,02-07-2026
472,52,Fail,01-03-2026
275,92,DD,01-03-2026
1558,1,CC,30-08-2026
982,13,CB,07-02-2026
103,99,BB,17-06-2026
1158,20,BA,06-08-2026
1471,70,DD,28-02-2026
1895,35,DC,25-08-2026
1854,90,BA,10-05-2026
774,51,DC,24-05-2026
835,91,DC,12-05-2026
659,88,BB,21-12-2026
1203,77,BA,02-09-2026
356,61,CC,18-06-2026
999,14,CC,13-01-2026
1872,89,BB,22-07-2026
166,67,AA,16-06-2026
246,50,DC,21-05-2026
1294,47,CB,06-01-2027
123,7,CC,27-03-2026
1560,44,DD,19-11-2026
600,31,BA,10-06-2026
994,63,BA,07-07-2026
1363,87,BA,05-11-2026
200,25,CC,01-09-2026
241,83,AA,10-06-2026
1570,88,BA,03-10-2026
1154,35,BB,16-09-2026
290,38,Fail,28-12-2026
778,14,DC,07-01-2027
571,74,AA,21-03-2026
1401,64,CC,08-06-2026
1669,8,DC,17-07-2026
715,1,CC,20-08-2026
975,7,CC,07-08-2026
306,88,Fail,30-03-2026
174,14,DC,14-07-2026
1281,11,BB,15-07-2026
1915,95,DC,15-10-2026
1121,41,BA,09-03-2026
1556,29,BB,31-07-2026
12,38,BB,03-11-2026
1232,75,DD,12-05-2026
1971,76,CB,11-12-2026
1128,44,BB,25-11-2026
1960,18,CC,27-10-2026
9,57,BB,08-10-2026
1134,6,BA,23-10-2026
1979,64,AA,04-04-2026
1081,62,BB,26-03-2026
619,12,Fail,26-05-2026
1943,36,CB,21-01-2026
1099,86,DC,07-04-2026
1383,61,BA,08-12-2026
944,97,BA,28-12-2026
1742,98,BB,23-08-2026
822,44,AA,12-05-2026
1678,61,CC,14-11-2026
193,7,BA,25-03-2026
1201,57,CB,14-05-2026
113,36,AA,20-02-2026
790,13,BB,09-11-2026
279,75,CB,18-12-2026
1870,39,CC,26-12-2026
1568,39,CB,28-10-2026
511,25,BB,15-04-2026
226,76,BB,21-08-2026
841,11,Fail,12-01-2026
1397,17,DC,17-10-2026
125,63,CC,19-08-2026
273,15,BB,12-06-2026
1747,39,DC,25-07-2026
1243,75,BA,22-07-2026
1532,80,AA,05-06-2026
283,65,DC,26-01-2026
1826,48,Fail,23-08-2026
138,68,CC,11-01-2026
796,28,Fail,11-07-2026
1147,38,BB,15-02-2026
998,26,Fail,29-06-2026
1111,36,Fail,06-01-2027
537,69,Fail,20-08-2026
1485,56,BA,17-11-2026
1980,61,CB,29-05-2026
60,34,Fail,21-11-2026
1538,76,Fail,04-05-2026
384,12,CB,04-01-2027
1635,66,CB,02-02-2026
1753,53,BA,30-11-2026
1749,70,BB,02-02-2026
1046,2,Fail,13-03-2026
1062,60,BB,23-09-2026
760,14,BA,24-10-2026
1147,49,CC,28-11-2026
1137,7,CB,24-04-2026
377,77,Fail,17-07-2026
447,98,CB,19-05-2026
1788,76,DC,06-11-2026
213,7,BB,12-10-2026
1759,78,CB,25-03-2026
1753,23,BB,09-05-2026
286,3,AA,30-03-2026
1972,43,DD,07-05-2026
1497,5,AA,28-06-2026
826,73,DD,03-08-2026
1062,74,AA,28-02-2026
1439,100,BB,21-11-2026
830,79,DD,18-02-2026
513,78,CC,20-05-2026
1034,87,AA,08-10-2026
1601,40,BB,08-06-2026
1399,14,DC,25-11-2026
1188,35,AA,11-06-2026
119,48,CB,13-02-2026
939,39,BA,03-04-2026
1113,2,AA,09-08-2026
1697,96,DD,11-03-2026
848,81,DC,10-01-2026
1204,99,DC,22-12-2026
1047,4,CB,10-01-2026
19,64,BA,28-06-2026
915,83,Fail,31-08-2026
806,66,AA,05-07-2026
998,1,CC,13-10-2026
1946,38,BA,20-03-2026
911,61,BA,08-12-2026
1945,67,BB,25-07-2026
1211,62,CC,23-01-2026
590,47,CB,15-09-2026
1415,29,BA,26-06-2026
800,42,CC,29-04-2026
10,98,Fail,26-08-2026
1376,12,CC,20-06-2026
1420,100,Fail,07-03-2026
1133,32,DD,05-04-2026
916,55,CB,20-01-2026
1836,31,DD,05-07-2026
561,71,Fail,25-04-2026
155,21,DC,13-01-2026
1581,12,DC,31-08-2026
1268,10,CC,30-10-2026
1330,36,BB,11-07-2026
1825,83,Fail,27-04-2026
352,16,BA,05-02-2026
22,14,BB,20-06-2026
800,95,BA,08-09-2026
1283,5,Fail,19-08-2026
1109,13,BA,12-02-2026
1871,52,Fail,01-09-2026
1240,89,AA,04-06-2026
1528,28,DD,09-12-2026
1750,52,AA,15-08-2026
880,7,DC,05-05-2026
299,25,AA,21-07-2026
352,78,DC,03-08-2026
361,78,DD,08-12-2026
1772,87,DD,08-02-2026
572,20,Fail,05-09-2026
55,46,DC,17-10-2026
1864,47,BA,08-09-2026
6,38,CC,01-10-2026
1442,53,CB,28-03-2026
1803,91,CC,19-08-2026
917,30,Fail,08-10-2026
1607,72,BB,14-09-2026
1194,71,BA,02-04-2026
1915,11,DC,05-10-2026
1959,82,CC,22-04-2026
1421,35,CC,19-01-2026
1505,22,DD,13-01-2026
561,71,DC,22-04-2026
1684,32,AA,19-11-2026
1190,93,DD,15-11-2026
1082,16,DC,02-05-2026
382,27,DC,26-04-2026
1319,43,CB,15-09-2026
83,13,CC,23-08-2026
1062,16,CC,06-07-2026
904,80,Fail,20-11-2026
409,85,CB,17-02-2026
800,68,Fail,21-05-2026
845,26,DC,05-11-2026
1082,38,DD,23-05-2026
474,64,DC,24-09-2026
834,54,CC,15-03-2026
1311,88,BA,19-12-2026
1206,78,Fail,25-02-2026
1871,5,DD,06-05-2026
913,52,Fail,01-08-2026
1627,29,BA,26-03-2026
1110,44,DD,08-01-2027
715,67,BA,16-01-2026
139,76,BB,14-10-2026
1514,87,BA,28-02-2026
1413,83,DC,22-05-2026
1283,79,BB,25-01-2026
51,73,CB,30-08-2026
148,14,CB,29-01-2026
265,60,CC,08-04-2026
1378,69,CC,23-10-2026
1697,23,DC,13-05-2026
1555,98,CB,08-06-2026
534,3,Fail,01-02-2026
323,65,DC,31-05-2026
359,38,CB,19-06-2026
1221,51,CB,24-02-2026
1597,68,DC,03-04-2026
892,36,CB,08-10-2026
973,59,BB,16-11-2026
1375,17,DC,18-02-2026
1268,1,BB,02-01-2027
752,10,CC,04-12-2026
1479,4,AA,31-01-2026
1525,89,CC,02-07-2026
932,50,AA,04-12-2026
1930,25,BB,18-07-2026
1552,3,DD,15-05-2026
1942,17,DD,27-01-2026
726,82,AA,26-11-2026
1084,27,Fail,06-02-2026
1585,61,DC,24-07-2026
138,91,Fail,27-09-2026
1306,17,BB,18-05-2026
1558,44,CB,19-02-2026
1224,23,DD,26-10-2026
653,51,CC,01-09-2026
792,79,CB,25-02-2026
1285,82,DC,04-06-2026
1168,23,BB,18-08-2026
1691,51,AA,29-12-2026
1518,31,DD,23-11-2026
1217,100,DC,07-03-2026
1189,88,CB,15-01-2026
1359,22,Fail,21-02-2026
1039,7,DD,12-05-2026
731,33,CB,24-08-2026
1005,37,Fail,20-09-2026
1705,7,BA,11-10-2026
1200,38,DD,26-05-2026
1668,68,AA,10-10-2026
1226,23,BB,12-02-2026
247,30,DC,24-04-2026
427,82,AA,24-11-2026
1970,21,CC,17-02-2026
1298,28,CC,23-01-2026
1873,8,BA,05-05-2026
753,51,AA,13-08-2026
533,61,DD,13-08-2026
140,88,DC,19-06-2026
1182,74,Fail,21-08-2026
308,69,BB,18-07-2026
1455,57,Fail,20-06-2026
481,22,CB,27-05-2026
501,13,DD,03-12-2026
420,85,DC,26-09-2026
1094,81,CB,25-02-2026
232,91,DC,05-01-2027
937,60,BB,15-11-2026
200,9,Fail,30-01-2026
932,4,BA,16-09-2026
708,72,AA,14-05-2026
1768,19,BA,26-01-2026
1607,8,Fail,19-02-2026
1791,41,Fail,26-06-2026
1193,57,CB,03-05-2026
1753,30,BB,11-07-2026
200,46,DC,01-12-2026
676,32,DD,08-03-2026
1021,85,AA,20-07-2026
1016,80,Fail,21-10-2026
1744,76,CB,16-01-2026
1943,8,Fail,13-12-2026
182,64,CC,07-04-2026
25,11,BA,19-10-2026
1586,14,DD,31-01-2026
968,9,BB,03-02-2026
787,82,BB,30-06-2026
421,96,DD,11-08-2026
1888,70,BA,24-04-2026
991,36,AA,25-03-2026
1105,89,DC,19-07-2026
701,56,AA,24-05-2026
290,76,BB,01-09-2026
398,87,AA,04-10-2026
894,27,BA,24-05-2026
49,57,CB,02-10-2026
635,33,BB,05-06-2026
1855,40,DC,28-02-2026
431,16,BA,17-08-2026
571,54,BA,01-03-2026
1958,11,BA,02-08-2026
1181,95,BB,21-05-2026
27,98,DC,08-01-2027
1857,82,CB,02-01-2027
645,74,DD,04-04-2026
1850,39,CC,15-10-2026
497,49,BA,22-05-2026
1364,51,DC,04-10-2026
1662,86,DD,20-05-2026
1164,9,CC,08-07-2026
332,61,DC,06-03-2026
1534,25,AA,13-10-2026
1669,40,BB,19-01-2026
487,33,CB,15-06-2026
1564,63,DD,15-06-2026
856,9,BA,02-12-2026
1264,9,BA,31-12-2026
419,90,BA,28-06-2026
571,86,CB,28-07-2026
614,48,BA,19-01-2026
930,16,AA,07-04-2026
1777,51,DC,10-02-2026
1575,58,CC,16-11-2026
243,8,Fail,09-07-2026
1445,55,DC,24-10-2026
274,85,BA,13-06-2026
356,61,BB,13-03-2026
840,23,CB,21-06-2026
454,66,CC,02-07-2026
1503,2,DD,31-03-2026
1082,25,AA,04-12-2026
1670,26,CB,09-01-2026
1434,86,DD,19-05-2026
1155,46,AA,29-05-2026
1050,46,CB,30-09-2026
520,27,BB,18-02-2026
884,58,Fail,06-01-2027
113,91,DD,18-01-2026
1236,47,AA,25-04-2026
355,86,Fail,11-06-2026
381,19,CC,02-08-2026
1693,48,DD,16-06-2026
749,37,Fail,27-02-2026
672,54,AA,05-03-2026
1296,77,AA,27-04-2026
1661,68,Fail,21-04-2026
358,88,Fail,10-08-2026
1169,18,BA,14-08-2026
1170,70,BB,16-07-2026
1966,37,BA,02-04-2026
340,93,BB,11-08-2026
1800,65,BA,09-01-2026
544,29,CB,26-04-2026
682,53,DC,26-06-2026
79,94,Fail,21-09-2026
1636,63,CB,24-03-2026
47,20,Fail,21-10-2026
839,56,AA,23-08-2026
1843,66,DD,22-10-2026
174,2,AA,22-04-2026
1505,51,BB,06-02-2026
106,53,BA,20-02-2026
503,5,CB,23-02-2026
711,69,AA,21-07-2026
1223,65,DC,21-05-2026
1528,65,CC,09-03-2026
596,46,DC,19-01-2026
364,78,BB,27-09-2026
1627,49,DD,16-04-2026
545,32,CC,17-12-2026
102,7,BB,31-05-2026
393,25,DD,07-06-2026
1764,32,DC,09-06-2026
63,37,AA,20-08-2026
295,91,DC,07-10-2026
17,1,BB,20-08-2026
1039,70,Fail,18-10-2026
609,49,CC,31-10-2026
825,49,CC,04-03-2026
935,59,DC,21-11-2026
704,5,CC,27-02-2026
1697,83,Fail,18-09-2026
856,44,DD,23-01-2026
149,15,CC,13-12-2026
1989,20,BA,28-06-2026
76,17,BA,23-03-2026
